condition_concept_id,concept_name
200611,"Injury of superficial nerves of head AND/OR neck"
437876,"Papilledema - optic disc edema due to raised intracranial pressure"
197808,"Primary malignant neoplasm of soft tissues of trunk"
4041799,"S̩zary's disease"
437850,"Focal chorioretinitis"
437123,"Closed fracture of hamate bone of wrist"
432920,"Localized anterior staphyloma"
434891,"Hypersomnia disorder related to a known organic factor"
379012,"Monoplegia of upper limb"
75053,"Fracture of bone"
4275433,"Idiopathic cyst of anterior chamber"
438536,"Congenital anomaly of jaw"
433281,"Chondrocalcinosis due to dicalcium phosphate crystals, of the pelvic region and thigh"
40479575,"Dysphasia as late effect of cerebrovascular disease"
378548,Polyotia
433893,"Open fracture of epiphysis of femur"
437779,"Streptococcal infectious disease"
438284,"Sprain of chondrosternal joint"
43530648,"New daily persistent headache"
439715,"Active vestibular M̩ni̬re's disease"
437262,"Common peroneal nerve lesion"
374906,"Cerebral lipidosis"
437689,"Multiple closed fractures of cervical vertebrae"
198801,"Chronic gastric ulcer with hemorrhage, with perforation AND with obstruction"
37017364,"Meningitis caused by Histoplasma duboisii"
442598,"Fracture of radius AND ulna"
372721,"Congenital anomaly of cerebrovascular system"
76565,"Contusion of shoulder region"
434811,"Deep third degree burn of thigh"
194691,"Healed tear of anal sphincter"
80493,"Ankylosis of joint"
434354,"Anterior corneal pigmentation"
75070,"Postsurgical lordosis"
76791,"Acquired deformity of hip"
78524,"Acquired deformity of finger"
435100,"Open fracture of tibia AND fibula"
440557,"Open fracture of cuneiform bone of foot"
441180,"Anhidrotic heat exhaustion"
74495,"Open fracture of five ribs"
4056903,"Vaginitis associated with another disorder"
258482,"Abscess of Bartholin's gland"
438171,"Rupture of chordae tendineae"
441423,"Open fracture of proximal end of radius"
443448,"Adverse reaction to viral vaccines"
135424,"Foreign body in mouth"
440987,"Drug-induced hallucinosis"
376578,"Otitic barotrauma"
315497,"Subacute leukemia"
193210,"Transient ischemic deafness"
23220,"Chronic tonsillitis"
40481842,"Monoplegia of upper limb as late effect of cerebrovascular disease"
195769,"Submucous leiomyoma of uterus"
200444,"Postcholecystectomy syndrome"
443779,"Chronic gastrojejunal ulcer with hemorrhage, with perforation AND with obstruction"
40481346,"Poisoning due to chemical substance"
436007,"Complication of introduction procedure"
443602,"Adverse reaction to antiparkinsonism drug"
195584,"Acute peptic ulcer without hemorrhage AND without perforation but with obstruction"
433451,"Aggressive unsocial conduct disorder"
440390,"Streptococcal meningitis"
434625,"Undifferentiated somatoform disorder"
440400,"Foreign body in iris"
438000,"Open fracture of third cervical vertebra"
27017,"Defective dental restoration"
375826,"Central hearing loss"
443604,"Factitious disorder with predominantly psychological signs and symptoms"
40480731,"Infection of bone of shoulder girdle"
4114472,"Ear problem"
77353,"Chondrocalcinosis due to pyrophosphate crystals, of the ankle and foot"
136639,"Primary malignant neoplasm of sphenoidal sinus"
438721,"Disorder of mineral metabolism"
4084229,"Primary gout"
377266,"Non-organic disorder of the sleep-wake schedule"
4300203,"Cholelithiasis with obstruction"
4151248,"Non-fatal electric shock"
78579,"Closed fracture of first cervical vertebra"
435140,"Toxic effect of alcohol"
195307,"Hydrops of gallbladder"
444071,"Furuncle of forearm"
443783,"Chronic disease"
376696,"Corneal anesthesia"
438106,"Reticulosarcoma of lymph nodes of head, face and neck"
4238737,"Criminal behavior"
136865,"Injury of radial nerve"
438808,"Mammary duct ectasia"
196163,"Cervicitis and endocervicitis"
74768,"Closed fracture of triquetral bone of wrist"
40481132,"Arteriosclerosis of coronary artery bypass graft of transplanted heart"
4300442,"Solar erythema"
4066820,"Ingestion dermatitis due to food"
438590,"Brain injury with open intracranial wound"
141124,"Congenital anomaly of cardiovascular system"
437130,"Closed fracture of femur, lower epiphysis"
437489,"Herpes zoster with complication"
4178970,"Malignant neoplasm of labia majora"
439836,"Atheromatous embolus of upper limb"
319825,"Rheumatic heart disease"
434301,"Benign neoplasm of ribs and/or sternum and/or clavicle"
74775,"Open fracture atlas"
135766,"Leukemia in remission"
436098,"Nondependent cocaine abuse in remission"
377569,"Adhesive middle ear disease with adhesions of drum head to stapes"
434314,"Chronic graft-versus-host disease"
379819,"Protan defect"
141475,"Second degree burn of foot"
138682,"Herpes zoster auricularis"
200774,"Detrusor and sphincter dyssynergia"
377572,"Noise effects on inner ear"
74415,"Genitourinary tract infection in pregnancy - not delivered"
196813,"Simple renal cyst"
379818,"Retrobulbar neuritis"
43530637,"Postprocedural fever"
4014798,"Closed dislocation thoracic spine"
441434,"Open dislocation of multiple cervical vertebrae"
440973,"Benign neoplasm of long bones of lower limb"
75628,"Articular cartilage disorder of hand"
73231,"Arthralgia of temporomandibular joint"
438451,"Excessive attrition of teeth"
441809,"Primary malignant neoplasm of orbit"
4080664,"Corneal endothelium finding"
199877,"Mucous polyp of cervix"
258981,"Kaposi's sarcoma of skin"
197232,"Malignant histiocytosis of lymph nodes of inguinal region AND/OR lower limb"
200775,"Endometrial hyperplasia"
441182,"Effects of air pressure"
376978,"Acquired night blindness"
76499,"Chondrocalcinosis due to pyrophosphate crystals, of the shoulder region"
437704,"Open traumatic dislocation midcarpal joint"
4313491,"Migraine variants, not intractable"
135764,"Mycosis fungoides of lymph nodes of multiple sites"
436263,"Broken tooth without complication"
438739,"Sympathetic uveitis"
434881,"Peripheral T-cell lymphoma"
434638,"Paramacular focal retinitis AND retinochoroiditis"
40479260,"Chondrocalcinosis of knee joint"
75924,Osteodystrophy
141371,"Pityriasis rosea"
73801,"Scrotal varices"
435123,"Injury of nerve roots AND/OR spinal plexus of multiple sites"
436802,"Complete trisomy 13 syndrome"
137944,"Bullous dermatosis"
375547,Anisometropia
377871,"Impairment level: one eye: profound impairment: other eye: normal vision"
441421,"Closed fracture of fourth cervical vertebra"
139202,"Burn involving 20-29 percent of body surface, with 10-19 percent of body surface with full thickness burn"
132704,"Lichen nitidus"
373479,"Peripheral opacity of cornea"
73557,"Allergic arthritis of the pelvic region and thigh"
30515,"Congenital stenosis of esophagus"
377283,"Conjunctival hyperemia"
4095436,"Malignant tumor of tail of pancreas"
4038842,"Hodgkin's disease, nodular sclerosis"
4038841,"Lymphocyte-rich classical Hodgkin lymphoma"
4090216,"Malignant tumor of upper labial mucosa"
76825,"Open fracture of four ribs"
76838,"Open fracture of triquetral bone of wrist"
4095437,"Malignant tumor of Islets of Langerhans"
435308,"Acute glomerulonephritis"
374350,"Granuloma of conjunctiva"
434903,"Ego-dystonic sexual orientation"
75623,"Old anterior cruciate ligament disruption"
432848,"Primary malignant neoplasm of cerebral ventricle"
433288,"Derangement of anterior horn of lateral meniscus"
441706,"Closed traumatic dislocation, midtarsal joint"
321710,"Contusion to heart"
436251,"Closed fracture of proximal end of ulna"
380725,"Corneal ectasia"
4062223,"Nerve root and spinal plexus injuries of multiple sites"
78009,"Traumatic pneumothorax with open wound into thorax"
433915,"Burn of thigh"
134579,"Primary malignant neoplasm of buccal mucosa"
73616,"Open fracture of lunate bone of wrist"
437121,"Open fracture of lower end of humerus"
442322,"Open medial dislocation of proximal end of tibia"
43530646,"Post vaccination fever"
4094855,"Malignant tumor of upper third of esophagus"
4136335,"Thrombosis of arteries of upper extremity"
4164568,"Femoral hernia with gangrene"
442105,"Benign neoplasm of soft tissue"
436042,"Primary malignant neoplasm of anterior two-thirds of tongue"
441974,"Closed fracture of forearm"
73673,"Disorder of prosthetic joint"
433738,"Abscess of thymus"
196055,"Burkitt's lymphoma of lymph nodes of inguinal region and lower limb"
438874,"Closed fracture of base of skull with intracranial injury, with more than 24 hours loss of consciousness and return to pre-existing conscious level"
436922,"Primary malignant neoplasm of postcricoid region"
260034,"Chronic pulmonary coccidioidomycosis"
193521,"Tropical sprue"
199063,"Hernia, with obstruction"
201157,"Injury of diaphragm without open wound into cavity"
73847,"Finding of elbow joint"
133351,"Open wound of cheek without complication"
4111091,"Acute myocarditis - meningococcal"
40479707,"Neoplasm of uncertain behavior of skeletal system"
4177232,"Malignant neoplasm of occipital lobe"
443939,"Superficial foreign body of forearm without major open wound but with infection"
40479565,"Carrier of cystic fibrosis gene mutation"
377210,"Herpes simplex dendritic keratitis"
432301,"Opioid dependence in remission"
434019,"Nondependent cannabis abuse, continuous"
77029,"Epididymo-orchitis without abscess"
376918,"Primary malignant neoplasm of nervous system"
74998,"Infected hydrocele"
259995,"Foreign body in orifice"
433578,"Acquired cavovarus deformity of foot"
443870,"Major laceration of liver without open wound into abdominal cavity"
23247,"Chronic peptic ulcer with perforation but without obstruction"
436313,"Shaken baby syndrome"
253607,"Multiple closed fractures of skull AND/OR face without intracranial injury"
440379,"Episodic opioid dependence"
443103,"Open traumatic dislocation elbow joint, anterior"
4069182,"Ebstein's anomaly"
138056,"Subcutaneous emphysema resulting from a procedure"
435254,"Hemorrhagic choroidal detachment"
437863,"Exudative cyst of pars plana"
4196636,Dysarthria
435945,"Open fracture of base of thumb"
435110,"Cortex laceration without open intracranial wound"
439274,"Acute exacerbation of subchronic latent schizophrenia"
313232,"Hemodialysis-associated hypotension"
440869,"Intracranial hemorrhage following injury without open intracranial wound AND with no loss of consciousness"
375536,"Organic writer's cramp"
76789,"Villonodular synovitis of the ankle and foot"
380428,"Nonobliterative otosclerosis involving oval window"
444362,"Suicidal deliberate poisoning"
4169977,"Congenital malformation of upper alimentary tract"
22666,"Vomiting after gastrointestinal tract surgery"
138378,"S̩zary's disease of lymph nodes of axilla AND/OR upper limb"
441147,"Open fracture of lumbar vertebra without spinal cord injury"
438360,"Primary malignant neoplasm of vallecula"
74127,"Contracture of elbow joint"
373463,"Cough headache syndrome"
381308,"Abscess of eyelid"
432546,"Herpes zoster dermatitis of eyelids"
72566,"Primary malignant neoplasm of pelvic bones, sacrum and coccyx"
201913,"Torsion of the ovary, ovarian pedicle or fallopian tube"
76122,"Brown's tendon sheath syndrome"
135499,"Subacute myeloid leukemia"
436587,"Toxic effect of gas, fumes AND/OR vapors"
200451,"Chronic passive congestion of liver"
378758,"Impairment level: better eye: severe impairment: lesser eye: blind, not further specified"
318072,"Histoplasmosis with pericarditis"
261433,"Extradural hemorrhage following injury without open intracranial wound AND with brief loss of consciousness"
432294,"Iatrogenic carnitine deficiency"
380729,"Primary optic atrophy"
444300,"Fatal familial insomnia"
432250,"Disorder due to infection"
193984,"Adrenal hypofunction"
199859,"Bilateral recurrent inguinal hernia"
435150,"Effects of heat AND/OR light"
381858,Dacryoadenitis
192240,"Chronic viral hepatitis B with hepatitis D"
440422,"Noise-induced hearing loss"
74778,"Open fracture of tarsal AND metatarsal bones"
31720,"Open wound of pharynx with complication"
4042912,"Periostitis of multiple sites"
78830,"Post-dysenteric arthropathy"
434632,Kleptomania
133003,"Osteomyelitis of shoulder region"
443724,"Disease due to Orthopoxvirus"
193523,"Broad ligament laceration syndrome"
432632,"Noninfectious secondary iridocyclitis"
30439,"Acute peptic ulcer with perforation but without obstruction"
74445,"Crystal arthropathy of shoulder region"
441716,"Open wound of axillary region with complication"
439160,"Open fracture of body of mandible"
198104,"Primary malignant neoplasm of adrenal gland"
197040,"Chronic inversion of uterus"
375822,"Neonatal obstruction of nasolacrimal duct"
440603,"Blood transfusion reaction"
438796,"Chronic duodenal ulcer with hemorrhage AND with perforation but without obstruction"
373982,"Benign neoplasm of conjunctiva"
198483,"Stricture or atresia of the vagina"
40482260,"Sleep dysfunction with arousal disturbance"
439002,"Eating disorder"
440878,"Open wound of jaw without complication"
79165,"Closed Monteggia's fracture"
374364,"Disorder of middle ear"
196620,"Viral enteritis"
372929,"Chronic eustachian tube salpingitis"
434773,"Closed multiple fractures of hand bones"
440076,"Short stature disorder"
78586,"Sprain of interphalangeal joint of toe"
132835,"Pediculosis capitis"
138876,"Closed fracture of T1-T6 level with spinal cord injury"
434605,"Benign tumor of lacrimal drainage structure"
380265,"Injury to oculomotor nerve"
77112,"Open fracture of scapula"
136960,"Vascular myelopathy"
141982,"Open dislocation of sacrum"
318549,"Cardiac septal defects"
435646,"Congenital anomaly of pulmonary artery"
374931,"Marginal corneal ulcer"
376402,"Low vision, one eye"
379015,Aniseikonia
376104,"Posttraumatic headache"
137367,"Chronic osteomyelitis of pelvic region and/or thigh"
45767018,"Impairment of child development"
438250,"Congenital varus deformity of foot"
435269,"Optic papillitis"
441429,"Open traumatic dislocation radiocarpal joint"
4321694,"Subchronic undifferentiated schizophrenia with acute exacerbations"
432587,"Polyclonal hypergammaglobulinemia"
132643,"Orbital osteomyelitis"
4178874,"Femoral hernia"
374940,"Blepharophimosis syndrome"
258084,"Malignant neoplasm of bones of skull and face"
197807,"Primary malignant neoplasm of soft tissues of abdomen"
436097,"Nondependent mixed drug abuse, continuous"
440438,Anodontia
434183,"Closed fracture of medial condyle of humerus"
436370,"Combined drug dependence, excluding opioids"
440377,Paralysis
134386,"Gingival recession"
436397,"Intraoperative floppy iris syndrome"
192735,"Malignant ascites"
434895,"Congenital neutropenia"
435696,"Early complication of trauma"
442299,"Injury of female external genital organs"
79909,"Transient arthropathy of the hand"
4340661,"Infective esophagitis"
4157449,"Malignant neoplasm of endocervix"
438883,"Cortex laceration without open intracranial wound AND with brief loss of consciousness"
440855,"Closed fracture of base of metacarpal bone other than first metacarpal"
432461,"Closed fracture of shaft of clavicle"
79938,"Closed fracture of scapula"
134324,Lipodystrophy
73609,"Open fracture of clavicle"
135032,"Dermatitis due to substances taken internally"
132344,"Gingival and periodontal disease"
437897,"Acute rheumatic endocarditis"
4029270,"Carnitine nutritional deficiency"
438709,"Hodgkin's paragranuloma of intrathoracic lymph nodes"
72709,"Crystal arthropathy of multiple sites"
436667,Stuttering
261528,"Carcinoma in situ of respiratory tract"
438980,"Overlapping malignant neoplasm of mediastinum and pleura"
40493021,"Malignant neoplasm of parietal pleura"
4115841,"Recurrent dislocation of wrist"
381949,"Congenital aphakia"
40480875,"Confusional arousal disorder"
378154,"Visual field constriction"
196325,"Protozoal intestinal disease"
75054,"Periostitis of shoulder region"
441554,"Friedreich's ataxia"
195501,"Polycystic ovaries"
40479259,"Chondrocalcinosis of joint of ankle AND/OR foot"
437080,"Periostitis of ankle AND/OR foot"
440119,"Intermittent exophthalmos"
196465,"Urethral false passage"
136930,"Megakaryocytic leukemia in remission"
438440,"Postmastoidectomy complication"
200343,"Malignant lymphoma of spleen"
140967,"Myeloid sarcoma"
433611,"Open fracture of multiple sites of metacarpus"
432302,"Cocaine dependence in remission"
434567,"Q fever"
43021802,"Child victim of psychological or emotional abuse"
73686,"Tuberculosis of genitourinary system"
81496,"Tuberculosis of vertebral column"
315293,"Acute idiopathic pericarditis"
192581,"Carcinoma in situ of uterus"
437922,"Hematoma of vulva"
435659,"Open fracture of humerus"
200771,"Peptic ulcer without hemorrhage AND without perforation but with obstruction"
373087,"Central nervous system complication"
380410,"Nutritional optic neuropathy"
4305303,"Sleep deprivation"
76542,"Open fracture of one or more phalanges of hand"
72398,"Arthropathy in Behcet's syndrome"
77131,"Open fracture of talus"
381024,"Lacrimal gland cyst"
4187218,"Pneumonitis due to inhaled substance"
4302223,"Fracture of bone of head"
372909,"Impairment level: better eye: severe impairment: lesser eye: not further specified"
75652,"Congenital valgus deformity of foot"
378078,"Histoplasma capsulatum with retinitis"
77119,"Closed anterior dislocation of elbow"
43530641,"Primary thunderclap headache"
440327,"Arbovirus hemorrhagic fever"
436066,"Glucocorticoid-responsive primary hyperaldosteronism"
443875,"Monocular exotropia with noncommitance other than A OR V pattern"
141758,"Spinal cord injury without spinal bone injury"
132553,Herpangina
40480416,"Complete tetraplegia due to lesion at C1-C4 level"
432346,"Vertebral artery dissection"
196613,"Neuroma of amputation stump"
199192,"Abrasion and/or friction burn of trunk without infection"
436285,"Superficial foreign body without major open wound but with infection"
81539,"Mitochondrial cytopathy"
372272,"Benign neoplasm of retina"
441852,"Hereditary choroidal dystrophy"
139100,"Vibratory urticaria"
4318111,"Traumatic amputation of lower extremity"
4050438,"Infection following infusion, injection, transfusion AND/OR vaccination"
438268,"Closed traumatic dislocation of joint of finger"
140666,"Myeloid leukemia"
135496,"Acute leukemia in remission"
4017105,"Open traumatic subdural hemorrhage"
436833,"Open fracture of metacarpal bone"
134518,"Open wound of multiple sites of mouth without complication"
134510,"Open wound of multiple sites of face with complication"
443550,"Torsion of appendix of epididymis"
442794,"Poisoning by wasp sting"
443236,"Hypnotic or anxiolytic dependence"
441973,"Closed fracture of proximal end of radius"
435493,"Primary malignant neoplasm of short bone of upper limb"
196468,"Acute salpingo-oophoritis"
439828,"Ring staphyloma"
138612,"Injury of cervical nerve roots"
375817,Conjunctivochalasis
380709,"Retained nonmagnetic foreign body in multiple sites of the eye"
27419,"Open wound of neck without complication"
195966,"Open wound of vagina with complication"
443743,"Plasma cell neoplasm"
321975,"Closed traumatic dislocation of seventh cervical vertebra"
435797,"Selective immunoglobulin dysfunction"
378533,Hydromyelia
438368,"Primary malignant neoplasm of thymus"
440892,"Toxic effect of isopropyl alcohol"
4067054,"Reactive arthropathy of shoulder"
440036,"Primary malignant neoplasm of junctional zone of tongue"
440010,"Accidental poisoning by isopropyl alcohol"
22820,"Tuberculosis of esophagus"
24897,"Carcinoma in situ of larynx"
192270,"Malignant histiocytosis of intrapelvic lymph nodes"
195209,"Benign neoplasm of liver and/or biliary ducts"
30678,"Polyglandular activity in multiple endocrine adenomatosis"
379023,"Hypertrichosis of eyelid"
132494,"Second degree burn of toe"
132770,"Deep third degree burn of back"
378547,"Congenital anomaly of retina"
381592,"Chronic mucoid otitis media"
437393,"Open fracture of upper end of radius AND ulna"
375184,"Trachoma, initial stage"
46270315,"Allergic contact dermatitis due to metal"
138582,"Closed fracture of acromial process of scapula"
441547,"Oppositional defiant disorder"
254361,"Disorder of visual pathways associated with vascular disorder"
373127,"Herpes simplex disciform keratitis"
432872,"Classical phenylketonuria"
432908,"Glaucomatocyclitic crisis"
258955,"Whooping cough due to organism other than Bordetella pertussis"
443884,"Retained magnetic foreign body in posterior wall of eye"
374363,"Posterior dislocation of lens"
135204,"Mycosis fungoides of extranodal AND/OR solid organ site"
198010,"Injury of stomach without open wound into abdominal cavity"
442757,"Measles keratoconjunctivitis"
440388,"Developmental coordination disorder"
434652,"Persistent miosis"
78282,"Closed traumatic dislocation of coccyx"
438570,"Multiple closed fractures of skull AND/OR face with cerebral laceration AND/OR contusion"
78276,"Open fracture of ilium"
73550,"Crystal arthropathy of elbow"
434929,"Total internal ophthalmoplegia"
440112,"Hyperpigmentation of eyelid"
432640,"Hypopyon ulcer"
439096,"Actinic reticuloid"
138864,"Congenital anomaly of nail"
81983,"Multiple dislocations"
437268,Iridodialysis
318989,"Leukemic reticuloendotheliosis of lymph nodes of multiple sites"
376989,"Duane's syndrome"
377884,"Eustachian tube salpingitis"
435509,"Intracranial abscess"
378765,Tympanosclerosis
379027,"Progressive external ophthalmoplegia"
437936,"Amniotic cavity infection - delivered"
437742,"Adverse reaction to skeletal muscle relaxants"
374753,"Closed fracture of vault of skull with cerebral laceration AND/OR contusion"
27918,"Eosinophilic esophagitis"
377859,"Hypotony of eye associated with another ocular disorder"
378439,"Fourth nerve palsy"
381572,"Abducens nerve palsy"
381865,"Sensorimotor disorder of eyelid"
375821,"Paralytic lagophthalmos"
81424,"Closed traumatic dislocation of knee joint"
40482226,"Atopic dermatitis due to animal dander"
194088,"Hypertrophic elongation of cervix"
436544,"Open fracture of distal end of ulna"
435138,"Injury of femoral nerve"
28083,"Primary malignant neoplasm of pharynx"
132416,"Cauliflower ear"
257143,"Open wound of multiple sites of nose without complication"
381014,"Conjunctival pigmentation"
135765,"S̩zary's disease of lymph nodes of head, face AND/OR neck"
135694,"Abrasion and/or friction burn of foot without infection"
435364,"Syndactyly of toes with fusion of bones"
312773,"Mechanical complication due to heart valve prosthesis"
192676,"Cervical intraepithelial neoplasia grade 1"
439026,"Stenosis of lacrimal sac"
4307885,"Turner syndrome"
376689,"Impairment level: severe impairment of both eyes"
433050,"Subdural hemorrhage following injury with open intracranial wound AND concussion"
439163,"Open traumatic dislocation acromioclavicular joint"
137648,"Osteomyelitis of hand"
259992,"Ventilator-acquired pneumonia"
436223,"Poliomyelitis osteopathy of the pelvic region and/or thigh"
437557,"Eczematous dermatitis of eyelid"
436664,"Vitamin A deficiency with ocular manifestation"
194989,"Bilateral recurrent inguinal hernia with obstruction but no gangrene"
198374,"Nodular lymphoma of spleen"
374912,Leukodystrophy
381580,"Conjunctival degeneration"
438760,"Chronic dacryocystitis"
253896,"Traumatic pneumothorax without open wound into thorax"
433039,"Closed fracture of alveolar border of body of mandible"
433606,"Closed fracture of base of skull without intracranial injury"
4092524,"Malignant tumor of undescended testis"
136911,"Hyperkeratosis of yaws"
194703,"Leukoplakia of vagina"
137322,"Oral submucosal fibrosis"
4038501,"Hearing finding"
79956,"Open wound of elbow with tendon involvement"
372633,"Deutan defect"
381304,"Explosive acoustic trauma to ear"
4015764,"Closed traumatic dislocation of hip"
437693,"Open fracture of shaft of tibia"
138027,"Traumatic subcutaneous emphysema"
440692,"Cocaine dependence, episodic"
4309542,"Infection due to anaerobic bacteria"
199747,"Overlapping malignant neoplasm of small intestine"
40487367,"Acute bulbar poliomyelitis due to Human poliovirus 2"
379122,"Congenital corneal opacity interfering with vision"
374938,"Impairment level: one eye: profound impairment: other eye: near-normal vision"
440193,Wristdrop
28403,"Gigantism and acromegaly"
317712,"Injury of intercostal artery"
81100,"Arthropathy in Behcet's syndrome of the hand"
201820,"Diabetes mellitus"
435378,"Open fracture of base of skull with intracranial hemorrhage"
439946,"Open fracture of radius AND ulna"
199068,"Vaginal hematoma"
81708,"Closed medial dislocation of elbow"
433933,"Plants - toxic effect"
437472,"Toxic effect of acid"
436782,"Articular cartilage disorder of multiple sites"
442267,"Keratitis in exanthema"
192591,"Post-surgical hypoinsulinemia"
78504,"Arthropathy associated with mycoses, of the hand"
436958,"Psychogenic dysmenorrhea"
254576,"Histoplasma capsulatum with pneumonia"
437406,"Closed traumatic dislocation of joint of wrist"
137512,"Malignant mast cell tumor of lymph nodes of multiple sites"
4078201,"Mood swings"
440170,"Chondrocalcinosis due to dicalcium phosphate crystals, of multiple sites"
380839,"Tuberous sclerosis syndrome"
381021,Lagophthalmos
439017,"Peripheral focal choroiditis AND chorioretinitis"
4194671,"Chronic undifferentiated schizophrenia with acute exacerbations"
315922,"Patent ductus arteriosus"
4101989,"Closed fracture of shaft of bone of forearm"
314457,"Congenital stenosis of aortic valve"
72988,"Pyogenic arthritis of hand"
73851,"Effusion of joint of multiple sites"
439965,"Open wound of axillary region with tendon involvement"
40480431,"Speech and language developmental delay due to hearing loss"
437110,"Open fracture of sixth cervical vertebra"
440812,"Pathological fracture - lower leg"
440366,"Delay in sexual development AND/OR puberty"
315505,"Benign neoplasm of lymph node"
201625,"Malposition of uterus"
372448,"Loss of consciousness"
4091490,"Malignant neoplasm of cerebrum"
373216,"Disorder of mastoid"
40483814,"Chondrocalcinosis of joint of pelvis"
381870,Phoria
4247776,"Posttransfusion purpura"
442791,"Complication of reattached finger"
4079687,"Tumor lysis syndrome"
201824,"Benign neoplasm of bladder"
137666,"Congenital absence of ear lobe"
433446,Mucopolysaccharidosis
443765,"Alternating esotropia with V pattern"
74472,"Congenital deformity of foot"
28115,"Benign neoplasm of pineal gland"
80512,"Acquired kyphosis"
261393,"Congenital cystic lung"
194325,"Cystic fibrosis with intestinal manifestations"
201265,"Disorder of spleen"
373470,"Toxic polyneuropathy"
435944,"Open fracture of shaft of radius"
438963,"Tick-borne relapsing fever"
438970,"Disease due to West Nile virus"
141648,"Contact dermatitis due to cosmetics"
444422,"Open fracture of pisiform bone of wrist"
138029,"Second degree burn of palm"
137750,"Second degree burn of forehead AND/OR cheek"
252784,"Second degree burn of face, head AND/OR neck"
433683,"Adverse reaction to sympatholytic"
198620,"Crushing injury of multiple sites of trunk"
373732,"Carcinoma in situ of eye"
374959,"Contact blepharoconjunctivitis"
433435,"Carcinoma in situ"
439382,"Disorder of hypothalamus"
137991,"Sick-euthyroid syndrome"
375241,"Reye's syndrome"
376990,"Tympanosclerosis involving tympanic membrane only"
441225,"Primary malignant neoplasm of ampulla of Vater"
4168686,"Jaw pain"
195876,Hematometra
442423,"Walking difficulty due to multiple sites"
373215,"Latent nystagmus"
40480938,"Monoplegia of lower limb as late effect of cerebrovascular disease"
377555,"Solar retinopathy"
380126,"Rheumatic chorea with heart involvement"
435846,"Acute gastrojejunal ulcer with perforation AND obstruction"
442008,"Injury at T7-T12 level with spinal cord injury AND without bone injury"
378763,"Monocular esotropia with V pattern"
443193,"Cortex contusion with open intracranial wound, with less than 1 hour loss of consciousness"
259865,"Cyst of Bartholin's gland duct"
257412,"Open wound of trachea with complication"
439270,"S̩zary's disease of intrapelvic lymph nodes"
4307291,"Infection due to Streptococcus group G"
133924,"Third degree burn of scalp"
133384,"Burn any degree involving less than 10 percent of body surface"
442013,Burn
132850,"Myeloid leukemia in remission"
377294,Exotropia
142033,"Injury of cutaneous sensory nerve of upper limb"
134596,"Lymphoid leukemia in remission"
375274,"Monocular exotropia"
433716,"Primary malignant neoplasm of testis"
437536,"Somatoform autonomic dysfunction - gastrointestinal tract"
80861,"Closed fracture of ischium"
197033,"Endometriosis of pelvic peritoneum"
432354,"Chronic duodenal ulcer with perforation but without obstruction"
76509,"Acquired cubitus valgus"
80177,"Pyogenic arthritis of the pelvic region and thigh"
200906,"Complication of transplanted intestines"
439191,"Late effect of poisoning due to drug, medicinal AND/OR biological substance"
380717,"Impairment level: better eye: severe impairment: lesser eye: total impairment"
79198,"Open wound of multiple sites of shoulder AND/OR upper arm without complication"
75426,"Burn of hand"
136367,"Erythroleukemia in remission"
432310,"Cryptococcal meningitis"
440984,"Factitious disorder"
440965,"Hodgkin's disease of intrathoracic lymph nodes"
442151,"Hodgkin's disease, lymphocytic depletion of lymph nodes of axilla AND/OR upper limb"
435218,"Chronic residual schizophrenia with acute exacerbations"
442158,"Hodgkin's disease, nodular sclerosis of lymph nodes of head, face AND/OR neck"
440230,"Closed fracture of proximal humerus, anatomical neck"
436384,"Subchronic disorganized schizophrenia with acute exacerbations"
437791,"Chickenpox with complication"
437495,"Rubella with complication"
433452,"Cannabis dependence, continuous"
78233,"Old medial collateral ligament disruption"
198623,"Burn erythema of trunk"
134331,"Cauda equina syndrome without neurogenic bladder"
313159,"Megakaryocytic leukemia"
439682,"Histoplasma duboisii with pericarditis"
440996,"Cannabis dependence in remission"
439961,"Superficial injury without infection"
441976,"Closed fracture of third cervical vertebra"
376698,"Internuclear ophthalmoplegia"
137207,"Lepromatous leprosy"
77702,"Multiple closed fractures of pelvis with disruption of pelvic circle"
443699,"Spirillary fever"
444236,"Superficial foreign body of hand without major open wound but with infection"
380941,"Herpetic meningoencephalitis"
132392,"Staphylococcal scalded skin syndrome"
193448,"Doan-Wiseman syndrome"
140191,"Osteomyelitis of lower leg"
436445,"Abrasion of tooth"
374649,"Strabismic amblyopia"
134398,"Periodontal disease"
444432,"Deep third degree burn of elbow"
443867,"Chronic endophthalmitis"
195300,"Alcoholic gastritis"
442582,"Alcohol-induced psychotic disorder with delusions"
436741,Vulvodynia
378432,"Impairment level: one eye: total impairment: other eye: normal vision"
199762,"S̩zary's disease of lymph nodes of inguinal region AND/OR lower limb"
4310682,"Multiple open wounds with complication"
433167,"Lipoma of intrathoracic organs"
134137,"Osteomyelitis of multiple sites"
376028,"Herpes zoster keratoconjunctivitis"
438122,"Persistent hyperplasia of thymus"
437999,"Closed fracture of cuneiform bone of foot"
78577,"Open dislocation of patella"
4088910,"Uterine cervix absent"
433642,"Injury of median nerve"
4044351,"Injury of nerve of lower extremity"
4267555,"Blister of skin without infection"
441460,"Late effect of sprain AND/OR strain without tendon injury"
195316,"Atypical endometrial hyperplasia"
439081,"Premenstrual tension syndrome"
81988,"Sprain of sternum"
